"","Sample","Date","Time","Counted.by","Site","DO..mg.L.","Saturation....","Temperature...C.","N","NH3.N","NH4.N","pH","NO2","PO4","X","Species","Classification","Threat","Cells.Counted","Frames.counted","Total.Count"
"37",6,"08/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 1 ",20,50
"38",6,"08/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 9 ",20,450
"39",6,"08/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 3 ",20,150
"40",6,"08/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 5 ",20,250
"41",6,"08/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom",""," 4 ",20,200
"42",6,"08/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 2 ",20,100
"43",6,"08/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 5 ",20,250
"44",6,"08/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 4 ",20,200
"45",7,"09/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom",""," 2 ",20,100
"46",7,"09/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 1 ",20,50
"47",7,"09/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 1 ",20,50
"48",7,"09/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 2 ",20,100
"49",7,"09/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 1 ",20,50
"50",7,"09/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 2 ",20,100
"51",7,"09/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 1 ",20,50
"52",7,"09/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 3 ",20,150
"53",8,"10/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 3 ",20,150
"54",8,"10/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 7 ",20,350
"55",8,"10/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 11 ",20,550
"56",8,"10/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zygabikodinium","Dinoflagellate",""," 1 ",20,50
"57",8,"10/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom",""," 2 ",20,100
"58",8,"10/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 2 ",20,100
"59",8,"10/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 4 ",20,200
"60",8,"10/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 3 ",20,150
"61",8,"10/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 5 ",20,250
"62",9,"11/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 5 ",20,250
"63",9,"11/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom",""," 3 ",20,150
"64",9,"11/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 5 ",20,250
"65",9,"11/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 4 ",20,200
"66",9,"11/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 3 ",20,150
"67",9,"11/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 11 ",20,550
"68",9,"11/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 4 ",20,200
"69",10,"11/01/2019","12:24:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom",""," 2 ",20,100
"70",10,"11/01/2019","12:24:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 10 ",20,500
"71",10,"11/01/2019","12:24:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 8 ",20,400
"72",10,"11/01/2019","12:24:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 2 ",20,100
"73",10,"11/01/2019","12:24:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 3 ",20,150
"74",10,"11/01/2019","12:24:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 4 ",20,200
"75",10,"11/01/2019","12:24:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dinophysis tripos","Dinoflagellate",""," 1 ",20,50
"76",10,"11/01/2019","12:24:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium tripos","Dinoflagellate",""," 3 ",20,150
"77",10,"11/01/2019","12:24:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 4 ",20,200
"78",10,"11/01/2019","12:24:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 10 ",20,500
"79",11,"14/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 12 ",20,600
"80",11,"14/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 6 ",20,300
"81",11,"14/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium tripos","Dinoflagellate",""," 3 ",20,150
"82",11,"14/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 5 ",20,250
"83",11,"14/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 5 ",20,250
"84",11,"14/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 4 ",20,200
"85",11,"14/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 6 ",20,300
"86",11,"14/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom",""," 3 ",20,150
"87",11,"14/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 2 ",20,100
"88",11,"14/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zygabikodinium","Dinoflagellate",""," 3 ",20,150
"89",12,"15/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zygabikodinium","Dinoflagellate",""," 1 ",20,50
"90",12,"15/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 4 ",20,200
"91",12,"15/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom",""," 4 ",20,200
"92",12,"15/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 4 ",20,200
"93",12,"15/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 4 ",20,200
"94",12,"15/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium tripos","Dinoflagellate",""," 2 ",20,100
"95",12,"15/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 3 ",20,150
"96",12,"15/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 5 ",20,250
"97",13,"16/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 5 ",20,250
"98",13,"16/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 6 ",20,300
"99",13,"16/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom",""," 2 ",20,100
"100",13,"16/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 7 ",20,350
"101",13,"16/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 4 ",20,200
"102",13,"16/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 3 ",20,150
"103",13,"16/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 1 ",20,50
"104",14,"17/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zygabikodinium","Dinoflagellate",""," 3 ",20,150
"105",14,"17/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom",""," 1 ",20,50
"106",14,"17/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 2 ",20,100
"107",14,"17/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 2 ",20,100
"108",14,"17/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 8 ",20,400
"109",14,"17/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 4 ",20,200
"110",14,"17/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 3 ",20,150
"111",14,"17/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 2 ",20,100
"112",15,"18/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 3 ",20,150
"113",15,"18/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dinophysis tripos","Dinoflagellate",""," 1 ",20,50
"114",15,"18/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 2 ",20,100
"115",15,"18/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 2 ",20,100
"116",15,"18/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 2 ",20,100
"117",15,"18/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 5 ",20,250
"118",15,"18/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 4 ",20,200
"119",16,"21/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 2 ",20,100
"120",16,"21/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zygabikodinium","Dinoflagellate",""," 2 ",20,100
"121",16,"21/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 2 ",20,100
"122",16,"21/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 4 ",20,200
"123",16,"21/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 2 ",20,100
"124",16,"21/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 4 ",20,200
"125",16,"21/01/2019","08:00:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 1 ",20,50
"126",17,"22/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 24 ",20,1200
"127",17,"22/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 23 ",20,1150
"128",17,"22/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 6 ",20,300
"129",17,"22/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom",""," 15 ",20,750
"130",17,"22/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 5 ",20,250
"131",17,"22/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 12 ",20,600
"132",17,"22/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 3 ",20,150
"133",18,"23/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 72 ",20,3600
"134",18,"23/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 21 ",20,1050
"135",18,"23/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium tripos","Dinoflagellate",""," 2 ",20,100
"136",18,"23/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 3 ",20,150
"137",18,"23/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom",""," 7 ",20,350
"138",18,"23/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 9 ",20,450
"139",18,"23/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Noctiluca","Dinoflagellate",""," 17 ",20,850
"140",18,"23/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 10 ",20,500
"141",18,"23/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 69 ",20,3450
"142",18,"23/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 29 ",20,1450
"143",19,"24/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 51 ",20,2550
"144",19,"24/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 13 ",20,650
"145",19,"24/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alexandrium","Dinoflagellate",""," 52 ",20,2600
"146",19,"24/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 104 ",20,5200
"147",19,"24/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 6 ",20,300
"148",19,"24/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 1 ",20,50
"149",19,"24/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom",""," 8 ",20,400
"150",19,"24/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 30 ",20,1500
"151",19,"24/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 45 ",20,2250
"152",19,"24/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium tripos","Dinoflagellate",""," 1 ",20,50
"153",19,"24/01/2019","08:00:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Noctiluca","Dinoflagellate",""," 3 ",20,150
"154",20,"24/01/2019","15:09:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 67 ",20,3350
"155",20,"24/01/2019","15:09:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 34 ",20,1700
"156",20,"24/01/2019","15:09:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 24 ",20,1200
"157",20,"24/01/2019","15:09:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dictyocha","Dictyochophyceae",""," 1 ",20,50
"158",20,"24/01/2019","15:09:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alexandrium","Dinoflagellate",""," 52 ",20,2600
"159",20,"24/01/2019","15:09:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 1 ",20,50
"160",20,"24/01/2019","15:09:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 56 ",20,2800
"161",20,"24/01/2019","15:09:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium tripos","Dinoflagellate",""," 7 ",20,350
"162",20,"24/01/2019","15:09:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Karenia","Dinoflagellate",""," 7 ",20,350
"163",20,"24/01/2019","15:09:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 40 ",20,2000
"164",20,"24/01/2019","15:09:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Noctiluca","Dinoflagellate",""," 2 ",20,100
"165",20,"24/01/2019","15:09:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 127 ",20,6350
"166",21,"25/01/2019","08:16:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 49 ",20,2450
"167",21,"25/01/2019","08:16:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium tripos","Dinoflagellate",""," 2 ",20,100
"168",21,"25/01/2019","08:16:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 109 ",20,5450
"169",21,"25/01/2019","08:16:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 115 ",20,5750
"170",21,"25/01/2019","08:16:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom",""," 1 ",20,50
"171",21,"25/01/2019","08:16:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium dens","Dinoflagellate",""," 3 ",20,150
"172",21,"25/01/2019","08:16:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 17 ",20,850
"173",21,"25/01/2019","08:16:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 149 ",20,7450
"174",21,"25/01/2019","08:16:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 5 ",20,250
"175",21,"25/01/2019","08:16:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Karenia","Dinoflagellate",""," 2 ",20,100
"176",21,"25/01/2019","08:16:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 33 ",20,1650
"177",21,"25/01/2019","08:16:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Noctiluca","Dinoflagellate",""," 20 ",20,1000
"178",21,"25/01/2019","08:16:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alexandrium","Dinoflagellate",""," 23 ",20,1150
"179",22,"25/01/2019","10:41:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium tripos","Dinoflagellate",""," 2 ",20,100
"180",22,"25/01/2019","10:41:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 171 ",20,8550
"181",22,"25/01/2019","10:41:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium dens","Dinoflagellate",""," 1 ",20,50
"182",22,"25/01/2019","10:41:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 173 ",20,8650
"183",22,"25/01/2019","10:41:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 456 ",20,22800
"184",22,"25/01/2019","10:41:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 7 ",20,350
"185",22,"25/01/2019","10:41:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 990 ",20,49500
"186",22,"25/01/2019","10:41:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Noctiluca","Dinoflagellate",""," 2 ",20,100
"187",22,"25/01/2019","10:41:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 15 ",20,750
"188",23,"25/01/2019","12:23:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 1 ",20,50
"189",23,"25/01/2019","12:23:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 87 ",20,4350
"190",23,"25/01/2019","12:23:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium tripos","Dinoflagellate",""," 1 ",20,50
"191",23,"25/01/2019","12:23:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 210 ",20,10500
"192",23,"25/01/2019","12:23:00","Pertunia","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 24 ",20,1200
